clade	species	ts	te
0.0	1.0	20.659212831490262	13.984956529326894
0.0	2.0	16.238861061211292	7.8960173917117658
0.0	3.0	15.856243068495408	13.754475525115488
0.0	4.0	15.946558135680196	15.476605361299741
0.0	5.0	15.794753439584932	10.058550031398644
0.0	6.0	13.71582497511308	4.8550407066080936
0.0	7.0	29.657128029270261	28.263238904472182
0.0	8.0	32.922274198287049	20.702075362948904
0.0	9.0	32.882412431631764	23.945464691113585
0.0	10.0	5.0958444152535245	1.693684428077056
0.0	11.0	10.194791368272204	2.2801183327389971
0.0	12.0	13.98960600480131	9.7911995437777559
0.0	13.0	10.884399396259724	5.9709971549145155
0.0	14.0	10.229872415145985	5.5129000819829601
0.0	15.0	13.513013158882091	4.3548224217795779
0.0	16.0	10.444266501078078	3.7704181927609812
0.0	17.0	23.182283608674247	22.136243120081694
0.0	18.0	5.2969577566999009	0.015229573494677764
0.0	19.0	0.92797957515888163	0.64513943566877929
0.0	20.0	2.2260301401904217	0.0070253744197118989
0.0	21.0	4.9848158876251585	0.29434614211069976
0.0	22.0	9.9041731516798706	1.9221720044490442
0.0	23.0	4.8871359617018459	0.0
0.0	24.0	5.2127901737538229	0.10821336045939947
0.0	25.0	1.8469614849408562	0.0
0.0	26.0	5.7780104941539783	0.0
0.0	27.0	4.8518275143002771	4.1008184713717544
0.0	28.0	16.173834998716231	10.304589839676201
0.0	29.0	10.179502692604729	5.5208341191056913
0.0	30.0	13.663464571074222	9.7644438816734063
0.0	31.0	16.669879192682348	4.6884522821137917
0.0	32.0	5.2852410298226555	4.5026265100870999
0.0	33.0	8.7780159967664666	1.4930443105171074
0.0	34.0	4.3623564615115251	1.9932741446732309
0.0	35.0	30.774456067266073	23.505890269624174
0.0	36.0	29.881820163349818	20.708746720686634
0.0	37.0	0.11959907575747188	0.069607116935093
0.0	38.0	29.827034983094144	14.56571549388798
0.0	39.0	20.284415553595579	18.582102717425549
0.0	40.0	20.501682806913017	19.661598125776983
0.0	41.0	23.959007604179927	22.933994273287066
0.0	42.0	30.083914974721928	23.551290909214465
0.0	43.0	22.795790902483677	20.100225768489146
0.0	44.0	30.017262199396846	20.804522881709708
0.0	45.0	18.618642338533594	17.726229399550572
0.0	46.0	13.92287665173858	5.219849790968059
0.0	47.0	16.553382877711304	13.135356557030356
0.0	48.0	18.827167821173393	14.119172890491448
0.0	49.0	16.594030464443232	13.586733066630755
0.0	50.0	12.193823135336434	9.2866638040564258
0.0	51.0	15.571079674979368	15.149110029773379
0.0	52.0	29.730572499574592	28.527477902963007
0.0	53.0	33.296476283488502	22.539724873122658
0.0	54.0	21.285808963883689	16.037090177418303
0.0	55.0	28.255626988292871	17.049812338050405
0.0	56.0	32.854239110023315	20.797418827251253
0.0	57.0	22.754835181313762	21.767044045930589
0.0	58.0	20.686062525511289	16.709754044524619
0.0	59.0	24.792721619263645	23.668411379162535
0.0	60.0	30.677815810537854	20.146643030970321
0.0	61.0	29.746410004406609	21.627015866852311
0.0	62.0	31.301999966723272	30.929416225614577
0.0	63.0	29.803372247688639	26.940277906627774
0.0	64.0	7.736399208920254	6.9167057460356318
0.0	65.0	16.616133694022697	4.6602829370108614
0.0	66.0	15.32930715195983	4.8539164914097723
0.0	67.0	10.363812921035752	2.4330345260680062
0.0	68.0	12.514614052992966	12.094447936328621
0.0	69.0	21.465882377568892	12.702188672840121
0.0	70.0	18.371321606444681	17.754525175898749
0.0	71.0	34.089362415897973	33.073517627519806
0.0	72.0	37.248284717916924	30.429792626569764
0.0	73.0	20.975334904372463	20.224697388846014
0.0	74.0	30.81259644577953	25.045212272600033
0.0	75.0	23.607114924890819	21.101390237469865
0.0	76.0	25.35993013187953	13.343020486689207
0.0	77.0	13.817742780578937	7.4258746189909477
0.0	78.0	24.977511119146232	23.804089752533248
0.0	79.0	11.917244588324573	11.494681168112049
0.0	80.0	15.814736482453949	10.061649388429474
0.0	81.0	30.349690160089594	16.932123513349644
0.0	82.0	29.577063012854289	23.462627231215016
0.0	83.0	25.214203433033894	23.724496565442777
0.0	84.0	33.957245854882096	20.407143953257041
0.0	85.0	10.230744428148844	9.6213389184770897
0.0	86.0	11.818917997665046	6.9916778958917192
0.0	87.0	14.374249735977791	3.7416347565239607
0.0	88.0	20.83580418711902	16.061702863147662
0.0	89.0	20.982830842936643	13.396321956187375
0.0	90.0	23.967610543719193	16.221086355043749
0.0	91.0	20.93656476901311	13.246919198686918
0.0	92.0	21.437396376767776	16.680309948309755
0.0	93.0	34.319630203486774	28.005294310420176
0.0	94.0	19.050325911519025	17.228673292421629
0.0	95.0	33.405684461655483	22.677013710593112
0.0	96.0	24.655327137608801	23.590498115988066
0.0	97.0	30.112964144334224	21.485961780045155
0.0	98.0	33.631670267932201	33.172419022967709
0.0	99.0	33.176179594924008	28.658338795580232
0.0	100.0	20.48578189884384	14.250339464969493
0.0	101.0	21.236515532650767	14.921025987203738
0.0	102.0	29.716010961399181	20.285772847616283
0.0	103.0	24.683139849918128	21.39134678999616
0.0	104.0	25.08441265666109	20.907954466177014
0.0	105.0	15.117366230059497	8.0547903867245942
0.0	106.0	16.182771209248038	8.8874477856350307
0.0	107.0	30.391627812375727	21.522096049028168
0.0	108.0	25.297026096150283	24.02169535973653
0.0	109.0	25.076016036196137	22.342468033515019
0.0	110.0	31.6733431292066	22.921062407990238
0.0	111.0	25.850867748562404	16.281855291289197
0.0	112.0	17.682856735093697	17.101876824863677
0.0	113.0	19.915329279352321	15.965771251934267
0.0	114.0	27.607308317764595	17.715513676193325
0.0	115.0	23.25596721127275	22.294302334192885
0.0	116.0	30.075603470005099	20.159582386249998
0.0	117.0	18.217136645657142	17.648890740084177
0.0	118.0	16.040157239676088	14.642113380239161
0.0	119.0	20.687255809817081	13.964752680786624
0.0	120.0	21.685534995264693	12.448389932039602
0.0	121.0	29.913617483369048	23.229384559508429
0.0	122.0	30.073126105927486	24.3941823708284
0.0	123.0	16.540403887231729	13.964452044270153
0.0	124.0	21.194199492444255	13.310889178991385
0.0	125.0	20.804333260918327	13.47099506384904
0.0	126.0	3.926272083284974	0.0
0.0	127.0	3.927304665618879	3.237441006923901
0.0	128.0	5.079607626022848	2.0389030698527093
0.0	129.0	1.9653238220800804	0.23077108013265582
0.0	130.0	4.3387825376788109	3.6293158945401158
0.0	131.0	10.368317503396499	9.7825606976810988
0.0	132.0	13.463491705573684	13.06515454640102
0.0	133.0	2.2545926813702182	0.0
0.0	134.0	16.30013006178466	0.61395165770563154
0.0	135.0	4.7792418768274745	0.0
0.0	136.0	2.7633317617194693	0.0
0.0	137.0	1.6083549238678632	0.26142182070851655
0.0	138.0	1.7283042319676438	1.2721801131997184
