clade	species	ts	te
0.0	1.0	20.027048719433257	13.324697678647423
0.0	2.0	16.2134936098082	9.9701379929692511
0.0	3.0	16.158980129301877	14.216932166109814
0.0	4.0	15.677511903720934	15.243417453806233
0.0	5.0	14.663133537117902	9.401959181454254
0.0	6.0	13.691269134303379	5.0300099302681547
0.0	7.0	29.081633297264712	27.71303704128599
0.0	8.0	33.265252771857178	21.495357901561729
0.0	9.0	32.553727925905015	20.459688581334216
0.0	10.0	5.0743478462055869	1.731112009346004
0.0	11.0	10.226264253480965	1.5917100528200372
0.0	12.0	14.135613612903779	9.0264995193238029
0.0	13.0	9.9746215474041691	4.749784223612016
0.0	14.0	9.6800021093603661	4.2027905715507945
0.0	15.0	12.638456074876638	4.4929762637557413
0.0	16.0	10.353224301079242	3.1077982877195711
0.0	17.0	29.59235563943367	28.322461232106953
0.0	18.0	5.0800778713724712	0.051880570942153328
0.0	19.0	1.04668554122888	0.76110364219171467
0.0	20.0	2.3436043138697076	0.007872370074301303
0.0	21.0	4.8764501182831195	0.30847615443037879
0.0	22.0	9.7414909599986679	1.685163882184572
0.0	23.0	4.1257939873937408	0.0
0.0	24.0	5.1251794072721735	0.072820653534843627
0.0	25.0	0.95122936387746437	0.0
0.0	26.0	6.2027797770275868	0.0
0.0	27.0	3.0698480506240617	2.5100689281537112
0.0	28.0	16.010746516688751	13.077005701380209
0.0	29.0	10.317184763094998	5.6763099143096145
0.0	30.0	13.873783633632392	9.724919299667194
0.0	31.0	14.862123457212995	4.7633869499069306
0.0	32.0	3.9014522459093266	3.327308135068987
0.0	33.0	10.99688981429065	3.8250324291753488
0.0	34.0	3.9409489534106732	2.1591806917483982
0.0	35.0	29.747295381146625	21.733439156010327
0.0	36.0	30.081096570179284	21.607451950928798
0.0	37.0	0.085559931241738593	0.042134290786447919
0.0	38.0	30.782180493919689	13.88921067695321
0.0	39.0	18.262747422414229	17.035205581621604
0.0	40.0	20.420650968505971	19.612329577523187
0.0	41.0	24.341001110309712	22.962484134100492
0.0	42.0	30.423383964642376	20.005673710049059
0.0	43.0	25.918255986857698	20.581111986380357
0.0	44.0	30.517290599849183	25.834604422004592
0.0	45.0	21.985366315932147	15.175549145513678
0.0	46.0	13.816035147298733	7.4111013872518505
0.0	47.0	17.119488913112505	13.501447581145587
0.0	48.0	21.501131307894646	13.589917154279757
0.0	49.0	16.012814067338262	14.046968394453422
0.0	50.0	13.914961692314668	10.044435701329897
0.0	51.0	14.708125800064565	14.320785433909704
0.0	52.0	30.849894440328818	30.380999793852794
0.0	53.0	33.177910819526112	21.617175123162806
0.0	54.0	21.048330210774498	16.098041859226765
0.0	55.0	25.031435407313293	16.438943052106097
0.0	56.0	32.96634483966379	22.283377562192065
0.0	57.0	25.398575059820296	23.94482642413077
